mpu_address,yaw,pitch,roll,x_accel,y_accel,z_accel
104,71.53,357.29,90.91,0.01,0.9,0.3
104,69.21,1.13,89.57,0.03,0.92,0.35
105,79.11,35.1,82.3,0.16,1.07,0.23
104,69.06,357.95,90.78,0.01,0.89,0.36
105,78.43,59.95,70.52,0.39,0.9,0.22
105,76.33,70.88,54.94,0.46,0.63,0.18
105,71.25,82.64,20.84,0.65,0.32,0.12
105,58.22,70.98,29.09,0.63,0.36,0.23
104,73.19,4.54,88.63,0.04,0.93,0.31
105,69.5,47.29,67.95,0.38,0.91,0.36
104,68.42,8.25,86.72,0.08,0.94,0.39
105,77.11,44.14,77.47,0.23,1.04,0.25
104,67.29,1.8,89.25,0.03,0.95,0.42
105,65.47,4.32,88.02,0.05,0.83,0.35
104,66.13,358.96,90.46,0.02,0.84,0.39
104,66.96,359.83,90.07,0.01,0.88,0.39
104,66.5,358.9,90.48,0.01,0.88,0.39
104,70.56,1.28,89.55,0.01,0.87,0.34
104,66.18,4.04,88.21,0.04,0.92,0.41
104,67.88,2.0,89.19,0.03,0.91,0.38
104,67.44,357.72,90.95,0.01,0.89,0.38
104,63.7,0.91,89.55,0.03,0.88,0.48
105,61.38,12.95,82.85,0.14,0.85,0.49
104,68.16,5.14,87.93,0.05,0.85,0.36
105,60.81,29.97,72.14,0.23,1.1,0.7
104,73.94,11.5,86.65,0.05,0.72,0.21
105,64.9,336.71,101.4,0.25,0.76,0.53
105,71.11,13.85,85.18,0.1,0.96,0.37
105,58.63,17.1,79.37,0.16,0.8,0.59
105,29.92,356.5,96.08,0.2,0.73,0.76
105,31.53,3.3,84.63,0.03,0.36,0.63
105,26.85,0.04,89.93,0.01,0.53,0.92
105,21.0,359.88,90.31,0.02,0.35,0.8
105,79.5,64.53,68.74,0.4,0.85,0.17
105,39.27,25.71,59.5,0.26,0.44,0.54
105,230.38,160.9,286.0,0.19,0.34,0.19
