mpu_address,yaw,pitch,roll,x_accel,y_accel,z_accel
105,88.21,356.93,90.1,0.02,0.96,0.05
104,88.97,20.54,89.62,0.03,0.97,0.03
105,89.31,347.35,90.16,0.02,0.96,0.04
104,88.43,1.32,89.96,0.02,0.98,0.05
105,89.68,60.78,89.43,0.03,0.97,0.02
104,88.41,6.54,89.82,0.03,0.98,0.06
105,90.53,123.19,89.18,0.03,0.98,0.0
104,88.27,13.1,89.6,0.02,0.98,0.05
105,90.61,140.17,89.49,0.03,0.96,0.01
104,88.49,8.57,89.77,0.02,0.98,0.05
105,91.4,141.61,88.89,0.03,0.97,0.0
104,88.35,14.1,89.58,0.03,0.98,0.04
105,90.78,145.56,89.46,0.03,0.97,0.02
104,88.45,18.92,89.47,0.02,0.98,0.04
105,91.37,145.72,89.06,0.04,0.97,0.0
104,88.39,7.03,89.8,0.02,0.98,0.05
105,90.77,135.95,89.25,0.04,0.97,0.0
104,88.19,1.66,89.95,0.02,0.98,0.04
104,88.91,357.37,90.05,0.02,0.98,0.04
105,91.54,137.48,88.59,0.04,0.97,0.0
104,88.76,10.33,89.77,0.03,0.97,0.05
104,88.82,9.53,89.8,0.03,0.98,0.03
104,88.31,4.67,89.86,0.03,0.98,0.05
